,str0,int1,float2,float3,str4,str5,str6
2964,hAorwaYSxudvpBnnJupa,846,0.6243610884046755,0.6318818957848273,wXaDmzpxValXzMir,NixCUcqOvlsR,IroYwPwSzkMKw
2965,jSAcXryQGh,517,0.555624487132582,0.36406806139786607,nUkIVkToVxpLcjDt,oHFCNexbATMmEMmMr,VxokcJzgaZAitrB
2966,qHJfjhjiyAcalcU,366,0.07400174864250997,0.5619924442092433,DwOADgSviDE,pIFQJgBDF,NvliWTqwwmxRWiCgxy
2967,zQeDhOy,973,0.13453134459041927,0.23744087086865917,deJsaLEGdXufkLxtgX,ZCWPoDcIeYolnMMko,PWmddBu
2968,dCEdAGXiiu,854,0.7867928963006992,0.6091138296665486,DIMPLDNRjfwjorx,nTBWxesSYqZDcEMcB,VOOgtqQMPVDZMw
2969,cEitnTSCMGAwicKgib,529,0.8355422158333718,0.6938130220844181,AyltuIy,hzKzKTfo,sWzeOWA
2970,znUUFOEmiKvM,513,0.28183101957356504,0.7699755406172738,bpvOXFunzaUbglFWvqg,ctUgvTz,pHXlVQmFgVxuByEWjDtl
2971,jBEenlTGuykbQZ,391,0.10341292414234893,0.5087168113708916,jMlUSipiuyTHGdX,QnYYOrzehMgspsYWsni,VTAjYSQXRAcE
2972,SUmiWJfilytrpTNkIh,952,0.862156590676812,0.38213367634613116,sBadtXqKGAVQWSMRn,DclcqdjSiBD,SwCDG
2973,LpwgxCO,327,0.049513869948017764,0.2674632427460567,ANGgUlUYyXIWBqdxgA,qsBKcSTIjyv,hLOaioMcamLOqWrlMuX
2974,SbeJFnUT,211,0.586211061643396,0.7195410265298668,QwgRJgawJNDrKrKqh,boHwT,xkozM
2975,EiaRMe,183,0.18014215175161696,0.07763880294296699,RXkjIME,iBvKkxRbpxTz,gnQFHzHa
2976,ElWIYAFdQlMBPLaVQs,907,0.5309790263958246,0.2638950666103993,yeLavDFAZcNDnXmPdnxv,yfbqedoDZgnqucDO,vPRFJMDuhVLpoCVLfEC
2977,qUQaW,683,0.9965265739869144,0.8300420981556449,RUKcKem,lVuDux,iLDfhCrgyEvm
2978,qBVvZIyVFfJcBcjFT,10,0.5428080543577679,0.4446564698985206,LlxaRynOtl,qgIQyJLmgMgqG,jCLzboGayuu
2979,AboJufRLF,981,0.040272504991340274,0.859677294665054,IpGluXNDqnusbctYyP,XJNBOaSvPBZsalAl,OZudXdTTPlPdpJaeWncr
2980,nfimfeXGsCVMC,463,0.7368627624726877,0.33569998751326025,QIspHguUyPhPQGUPRG,usnwXFjYhZ,KMAbiI
2981,nzeAsifl,227,0.5642034388181879,0.35243966148796324,LVnKNHppyAqoat,ymllwcJ,GGXPhtmLY
2982,mqUDuJALlYKPLDowB,255,0.5634190414631414,0.7623187849297944,cXwegPCtAhNJWteXJ,ooPVx,HnZewqzruDDQEFBwGwc
2983,fnfRzykWOxIZfDiR,731,0.9608986570344146,0.9378865796070045,qoAizVIiPMJfszdxeb,NUXxHnHptifc,oUSLjhVaEgcEqgchtJ
2984,IlhZeivJwTnyixSJCs,710,0.9400122539093849,0.1847411463876174,KFKlvTeTqZPkNYXtBQi,ZzSBrlWT,JbvTeUCq
2985,REBcRrkWDlTMAmsrJk,514,0.8968790966558551,0.365874157574119,VxJHWSOCwO,ydDOwsTorppknSKn,iLqdiinr
2986,tLjRsiDpbUbSqlwCmT,210,0.29908687798921973,0.43283737289005064,lCtVpDly,bUIdaKnuGnrKzrSaxrNf,EHgvboxyJ
2987,FlYvEfUzVuocbh,43,0.5833980786777777,0.22294417146810475,fCTqSoNQgW,qtvXGTuujRMfBzKLfBwU,QglaATmCyV
2988,knLFGeoDwGLymXvp,409,0.19154909511190343,0.4373788919201218,FvMdByCEZNZhbKHsSK,xnWvwSfKEhg,bNXfnqVrAHaN
2989,JxiHMtoZIqthaUIX,997,0.860966557581002,0.7451428701159428,zkUly,vVzTMeFPjHtPuHulThWY,CjezmFIIIGs
2990,utyyvuub,606,0.47811257795463813,0.2253524824664943,lNvyHCihsSkusja,SJcnZiEDTcj,cOjdmNLXFrG
2991,jueRvfSJpzlLKuq,830,0.37829030780838035,0.9280868761464538,UVqSHlDR,JAcjSpUAADzAwyCy,TvAtoo
2992,fWUotbhQBsfCqwmr,44,0.8654611551657269,0.12496940362198761,BcqUDeRuuByybN,dvpWCCApgKuiFE,GpOilDGXN
2993,KqthPfCUPRWJeUyFA,173,0.7444309731176311,0.3913530858699984,GhONMb,vuznp,yBfFoPAvOio
2994,hTZsmsRMlBApN,817,0.20619120466266483,0.6209864811241671,ZdXjzCbBznaDKbncO,SqQrBCEjbQwTA,SUlWuzdFDYGOZxenAcGb
2995,KsCRGoQR,232,0.43455484977813197,0.6328011353054275,qYfOGTGWRx,sdglkbkxPLvfc,vWxsDOocZ
2996,IIPRiSEgYPsacrF,921,0.4270411346605263,0.3493080153556467,sxntSfBbfKHH,nJxLBVUHaT,EfguxZagBhLFukBl
2997,vDfxYPsKMM,964,0.21852444034093887,0.9929223059893099,wraEvjIPEEpQtWfmET,JxfvbKPTZAsPRi,iuLBwwagHBadfEgXVko
2998,aTXCVACiAyBhRISyA,884,0.7552454535092433,0.07310486144402384,ccykCKjA,ugqYEJzuVBEtHSvbd,NHeiSnEEntbpmxCph
2999,dYhdwWEngTgDnjw,830,0.2877839356273729,0.03510241982786444,PLHgHTNRmSFnsodc,hIqlAppHa,bmQRlFhQxqpgUNnLSNK
3000,KluQpWfhyRilzwVktH,782,0.07678538077366093,0.05405834164428214,usUDFzp,tPZdnkeU,mBBhdBELuSWgGrxf
3001,tsopPbzvPEet,921,0.27636795604049524,0.9094724624060037,NJVTscC,oLXDWmjNFd,UWiMxvrjopjpBIopZOEU
3002,TtnjruHsaYx,338,0.12506175010296605,0.9307040785206357,UAhzWumRsxWreBsXQID,oPgUzDLmRbHWxRjTWKf,MrLARHkdUYgdifWvP
3003,QQSjxEaS,548,0.9552560183687069,0.03542970852707972,kmdbTGkHkTOpvhHv,NHWDqJTrL,IWNnTyLfDMPTe
3004,bWWGuJpaqJJnC,225,0.5585553714747823,0.6219207696778747,PyANdECvO,cgAqzqe,fvbahU
3005,gZYPu,764,0.13451697378169925,0.5611300025048933,bvhbetPH,BmERKCLGMBqbRKAvmnNJ,MPWCwyeyhK
3006,LIPYdBQqeGIetRxVaFoY,89,0.12273189272513418,0.8630361483552279,NGdgO,SYXCiAqicEbZxFzmSMK,FTUyLBFKh
3007,raHvOfkAckAx,863,0.7900009254584566,0.30379573160943074,nHsUsLxEIwHtvQh,TZnhHSNaaKNJMcgBKP,xaVIimWWtdoZDTQ
3008,WQkxahPqhHa,594,0.1393713371520121,0.186017593815604,KCUVLl,xdPubZJ,nZMDmPAgbPlRda
3009,eDEQVxbeqmrvqCCPD,958,0.8752622435095196,0.38992026342947295,fOthHMFGDXmII,rlolORXbMiepICWuFBe,LFcARvNeuXsFpwAT
3010,DynbqGHMFw,694,0.22322557245743024,0.21755237807993966,BMGtOtkuWnCVtrP,zOsnmtaAEw,IGNQs
3011,CbQoyUXASIxWaKHdUxrw,254,0.18377455089453898,0.08585539094557493,tvvEGQNlA,EumwDhCWSVarIDcfxv,nFZJWywV
3012,JJAordMzirTlKNHIHT,121,0.2970443869954885,0.426608104095614,qBCEwKUXzyUeG,dsEktZSudzY,VjOivaoILt
3013,ghQxsTnzGDRl,996,0.5559719445280384,0.02820413031420932,FcxWXwLxQb,ulNtjHQKJl,JyJmAmXOsHaJqJyoDCPx
3014,DdFOJNLz,395,0.9128265927672969,0.06620352543638208,lQofOIzpxvXq,PXuHfl,pTgdhXgMdg
3015,wYcJxHnesgVS,377,0.29673030011950885,0.14727741145285056,HagBokKAl,pSazbsDBFAqVOrcUWWVF,pDVudgzQiDPoOcZYT
3016,bsnJqQeVhvt,88,0.5558528193564225,0.5069292355015151,eNxVo,lafxIhhcIQpZQBRLH,PzJit
3017,ZzhXLtXOXgfW,605,0.10728894296402924,0.23579280452833196,VRfWTUivzYMr,snyaDwtKumxcKbPaD,TtCGK
3018,dsSayRgUAMSWjrN,595,0.5081904262957718,0.5887822346210531,bPkEoUhPIvozDuvd,xOVyPDnkuiJteQMmUhXN,vUWXRN
3019,AkSWBTpBYt,364,0.5969607522890794,0.4756568100817128,qkQRdDPRBVPntWhn,KDaJNgiFqQD,RtfaubHXXgdkdu
3020,iexoK,337,0.7870050723104804,0.17451155212294278,uSZqoomozsf,PjJQS,nxmknmlxLbzZEpUxdNc
3021,FNVYZOzHjgZd,586,0.8448945806725283,0.09721087889370272,CkSXyXw,PYCFS,pXpFIcG
3022,ZXRmwYOuFsKSdCEUk,609,0.6854317172595815,0.3253345337840752,ayEBAcjghIIPYSQpfp,QRwgEvkPhZJSp,MoJAPXbpGKN
3023,pymCSdZ,101,0.1274299844693888,0.7131297962051171,aNWtzidInaxCZkAZmYAg,orRtofRFZysFSwcVd,FahEJHEoVMdwVCEA
3024,TqkENwxtVF,885,0.24581771197432278,0.12784856868867722,qBODRDsBx,xScXMazWEzAwHm,zkimSrzYOTqizMgFNi
3025,kXoFAcAuRrQo,633,0.1455275365381936,0.341165944673268,DzfwruNwXKWEKNvpNW,stygKXSmFulbPbs,zaueGXpVcrLE
3026,uqLTmeMPalJIU,206,0.10677738911421686,0.526800262525333,XLRmK,yxnwNJJoNiqtjUR,ypZVfJxC
3027,vncyrAIKUvCI,823,0.8506218802205192,0.19318338759650666,pIDCHp,PbihbAkUZE,TfWBZtTVy
3028,MPOCxTEoqZQXP,278,0.8543904105506175,0.04431397844222296,jNYRCbedWrJxdtxEx,OMWbICBCb,RLxRkOvcyrb
3029,QzFJs,200,0.04290986582631673,0.3476550063410121,VtVoaFRIlDC,mHnpKNbFxvyKEZKfIrR,SiUrBt
3030,QifYJggHFfYfn,787,0.2171431421338168,0.39796429085786245,RkBbPduK,abGVGcXpb,TMHXDU
3031,TOMgBzSsMKI,502,0.664351393672114,0.5417296305217275,vaUVUwQeCS,asNmoBUzdpnUHrqLnfR,JyMLWDddJMOUXropb
3032,iZZtC,728,0.718557804039391,0.9733252631577639,mFdtLaCPSKxtMuzfPd,eYaJnUFmucusKXXvgThv,GBFUFivvIwztBDYzJx
3033,mgYfaxA,76,0.6065707499232749,0.15403357893649539,pFHmBIWmNjNleOhr,MqcSOOCyhlnSocxBiNvR,CDQRyLGcpqWpn
3034,INDmahgIfJZjA,948,0.5606210065873682,0.34587632850059735,bbtVXTDJRdXQjCr,pORqe,gjFJZajXYuCSaKl
3035,aWBUuXSWLXwTgbVaW,198,0.21962004467040708,0.6463236633988301,btkKn,eBbbTdqELxPVkvMk,tXRGnVB
3036,oUtrkKqepWeOYfkb,816,0.27007823620397897,0.036514826160264136,LshBFn,lqjYCfueUQA,TWAnwnBOrwExsVGFC
3037,TvCFPMzXc,218,0.5151386477161525,0.26670837969569416,szcIFNJBI,jfQvYgOxRDxMUjk,CqSIn
3038,zuhXDTxdcwIzIc,783,0.8935280032809726,0.8080596567436835,hQmypE,AxpqABbFVDuDtvrQMUs,ZVYnpZSDUfsHba
3039,TPwMhqzqJIlReRpnkA,7,0.11278679233013111,0.6383846991654042,dIjxJGmrCis,IOtVicIsMcoYGwQuIJ,bhyrjlvtQPxfsMcUeWdc
3040,HGlbn,266,0.279400720173989,0.43135701792093817,xfgwL,KfvhCMpoVOyBbSNyEEa,tvqiih
3041,HHCmaOr,585,0.8577095387651819,0.5857149040285587,JtbEEwf,KFcHTMkEQw,iFvqoAbkhprJefZ
3042,waoQyuHV,307,0.24147787457902037,0.003100358970518635,iPOaUntfpGUiOuAXFXz,CbHmayneLfs,VBPxbeoBefTTHq
3043,MXHacaFTwIOhsFl,616,0.45961427749996386,0.8631406807163171,iFIHxuWf,XozZGkdewIPFD,lVRfnViBfrFv
3044,MzdqrUtNyjKPvk,67,0.10708230442688027,0.9911414271584074,ujmGCSxI,XNpWmUVbDQPFc,vKoeRVyY
3045,nUVhPTw,387,0.010538964085283431,0.025994559300490105,ckRKtCOEyvdlJbCDyY,wHtrcbj,lDwjGsQIZb
3046,SKPXkipFBNtqDMsOTof,994,0.8932233178454112,0.6890801552416546,uqlqjqmX,BWIgDZUlTlypcBGOUVev,LNyqQKLkhdHaWqnpipxf
3047,aWPfrhjaLylFIZB,742,0.09530612383124115,0.24134496802493655,ydhptMFaSjJxobfxjlLA,gPkjGaEk,EkFoFFkdhSzLGFFZfXD
3048,OzFQCu,161,0.5544968210338522,0.631916346791915,aoXIMcmmw,VBKewiGsVhLzM,zOqxYDunSnL
3049,RIBDCQTL,501,0.28035282316817234,0.01800777637205908,oVPYLvATwboIFLs,SxwSUY,yihvyXOqXZC
3050,yBPZAqMeTyAuiF,74,0.3939905803092454,0.42471497346063736,auiTTi,sxZYpHHHZVBvtHv,GThmUHJ
3051,Ynthnpgzba,393,0.2388424477490323,0.1869876352552774,TfPJbEbOmLwDYRsYYX,ntXeYLjwpOKPlihtz,OanFjJsfuIbCeowpsYH
3052,oAYxONBgYcUrJDmxFeb,925,0.04167366209419043,0.6451413142639315,bUqKMAkQbmuYd,gMeHTbFNvVzrNbsn,RsBQujnOhtL
3053,oKYGGg,767,0.5349800411237113,0.8003415767665268,RGSlqbdugMWsdv,NqeTyMZ,pbrqyHhezazDJPjhRI
3054,OiuBhOesyUilLau,814,0.27686674516776355,0.49037800954957356,FjucWEw,CFMpcWYvZZoameWLk,QQoExYHPkAhfJOAssq
3055,yxfehxyPCSptNclky,607,0.7113398099223588,0.3397105594513653,RestTMOL,ZUWOfWw,QrsjKxyxqNAkrQqmyzd
3056,hkfGGBtpW,691,0.7989945588671769,0.15087512964026562,TmAAtwXsbCxNLcY,EuAnyQbUgrZSkslem,zvdsNSKh
3057,kQIDc,830,0.612793099606493,0.4882488763131341,VxAqzwiUndeS,ygXfRsvyTbIZIG,wfWmXanZhmurpAFdw
3058,MNKDtRcTBxaoRuQnYGb,334,0.33155733061063686,0.10901946514545313,xHRzgndZoSHKvG,PLKoIPbxePlqVReGA,zFmCUVSImrlPHTn
3059,tQliNkktsbKfP,533,0.9073412948217142,0.07622132125535575,cOJYniLvxDHFITYFNH,ibfjKmbkbENfxWxDL,phLWmoOZGtGWR
3060,EchBLKQCAmlordWC,502,0.8453966134138906,0.3205131531868779,JFvwKUEX,SXqSQsIO,PCgFns
3061,WELcMfhDtlqbpSZGeUy,505,0.7229522032399002,0.8543747823546812,KWhNWOZHOMgkIvFP,NCITpyQgaGWpbfOySisO,XGtPKASpwjWNALPHMl
3062,idknA,286,0.9449698424668727,0.26875920914759854,zAXrOdOdjbwNOLrMZ,eoNhniCiUHemJi,hTOmsVUJMzOVdPZSY
3063,iFyQbx,494,0.7694720639900258,0.15375190466267386,QOHkopvyuZv,rLuudmOr,ZrPQdnQD
3064,hKJyjW,211,0.4158373632243427,0.02912249052770144,XNxLzeofOzfLXjKjMS,lkmdkhGlUHOYVe,nHPCvQZQdmgUb
3065,CfIYjuvqycWUlcdikrE,538,0.426409090343963,0.3462016831878665,tlyMLnqwqTFJKMaQZus,ycxuFW,EGKgCZDsQ
3066,XzzzVUVayDHjMP,560,0.7936841793539482,0.6918681286923354,VpPdH,KHbmJcvpy,KlvRWPQV
3067,oeXPJvRXYYDu,613,0.37758129528730633,0.9044349228548639,nleRyzMkklJyRT,sGiUlgNj,JCbkwJqEY
3068,DCflAmlUPaJtxPwe,402,0.7017595460764326,0.6719292669070138,telsqkyayXFFwZDiCND,VPKmgQrehO,IJQdiPZXmSbBaw
3069,AIihED,913,0.9757668443944485,0.20751519040789002,CNLlfXWFo,isABXVxQfLyPT,EyteZtQZh
3070,tneUjFOTyPc,105,0.8410718682245315,0.3964932776154396,sYEqlFfwbhAySqHj,GkjcaWOW,YvulDWUuzuN
3071,WfBiqtMZnu,694,0.13104538550464517,0.8997423034931399,VedomdiSCvrPSWQ,jcmJCtkdTOhKIhlY,yAiSatluOQIjVouZDuGN
3072,vKpGmhnOiKblOWe,200,0.5301830919585246,0.1416473851442952,kEOHcxsrrXq,OueyQWnUJKMbFQENT,UKJEis
3073,CjaiurmiJWllnbd,316,0.42691716784739586,0.7514166982928855,LwIxpAALqky,CTXUYJNZAAHf,GelrHrObIiRBbLblDtT
3074,jsJHBaR,249,0.2731831442226189,0.31618583817447155,TvXHeTkquYyO,PXhYLxwDdomyLY,yNxtWRddDlRiPPGjcN
3075,tsrlAnCM,662,0.6305256484693923,0.11194537862112675,rEdnedSf,HuFVubo,FPjoAprgUsJLqXejercQ
3076,SjpJpLAtg,862,0.8227822826522027,0.46453074323703736,dSBolvFteEYTTm,uBUMaLBqP,zFfOysfDQQITWheF
3077,NdklzmmOyjwlqsekh,287,0.6499937273976996,0.294681676275523,TPOlvBWMMOJcDewvGe,zGllTJsaIOaQbEUoZyB,KBYKZdfF
3078,hLQIJIk,519,0.9396534810266934,0.5510964326553367,akvAqUIgxnOssXU,jyKwhNaNiRdRunJNFSTH,aWFGD
3079,kOpfGAikIdDlIaS,716,0.20215287663972414,0.6599475653846278,tDSzUskWGpGtgA,khCmQ,KWqiZFghDVQqFxHc
3080,SXWUvVe,397,0.06069321749698231,0.1502273820145792,CyGty,fNjKVMUAWPiJAitHHZ,whdLevWPQTO
3081,pvsYvh,291,0.17012359101413477,0.5514133627565151,rXHwDCVnMXPBYqIob,klGZoqOU,OJnSDiqjipeBo
3082,KyTmjGDB,188,0.6231283900350646,0.006930908490142551,oJYoZ,IwrkkXhTiE,NDoRVvxbBCMunKVVkx
3083,xkqTzjeXdiZomhMGx,253,0.689716885614577,0.38717682695936684,haaGWWCkoAW,QtEKZGZxfYUWxUYQfqf,zCHVcEUKV
3084,zqWwdXCIxCyE,358,0.13829789449235752,0.9871138057877611,eVJnOlQQfmLmkZTrtt,USdNCzF,cCvtkErEJuuBXouzh
3085,bJvyV,352,0.6264610798895245,0.2911165904689621,poSwbRfO,xlqzOjzCVKSfvN,cYGXdOUgHcVPJoD
3086,rJAVQf,380,0.673989462059845,0.08012211662840696,sBLXmiqzvBHgaYTBPG,jLfvpjMhfQIgVOyd,vCjivwZlDNvCrLE
3087,YGReqeyTcBiAyyltnTcp,496,0.09489874623702876,0.29901352455335084,ztRyRpLxvM,nbhUPUGFnSPpRERJJBT,svTEPTmmPjZLRHEEH
3088,ThCDgO,581,0.18495644638273,0.22511905942137123,yXfxxiydvVfn,UtMFgRfANwxkbhQTg,FIftkozRvd
3089,VcOMMLrQ,6,0.8310635482562452,0.32325904367961644,AMDgXhlbP,pidRkuXUyNs,GLWKEHOKA
3090,YqGSTF,587,0.6195674809376961,0.9987696656020698,dhbRsCUqXPd,BdCFCRUMiGBjJuH,qVpPsdJDRJ
3091,BniFHMq,816,0.9098562796865524,0.3881521059014673,uKhxVqgJmImzRRFz,njUxG,xrnGCBJOEtDAyuoMn
3092,uOWwVPqYCOrJq,616,0.10655012430325517,0.45357686656114693,TnzfJymuvHSfLAe,bsEbUAopdTYBLvQSb,RMehPH
3093,QUxjuESG,32,0.1029965542258171,0.9111035686643296,kBetpsOnvmLkNjpGXoAI,ujFWVxSd,SalYRTDjtSJiVLnDhx
3094,DhRDWeuxTZ,166,0.15482576987555263,0.34359982347337203,sKRTPuIVKJ,HLAnDMQiCzOHTcDurI,ZItUbFZB
3095,fNddXpgCbWedQ,357,0.9760623279724508,0.5802523248376651,BdfTnKDLVFtqeddWu,NMHlONfcFBGkEllrZD,wvmnKLSFmve
3096,sZQcHuaCWxyGYyyX,238,0.21213360173694806,0.8467066493099334,ofiibWgKFYhrtS,OtnvwgNodPnOiX,NjOYvGzvPnQRvsNp
3097,yWcUjWAyWKjXe,560,0.3901324442381794,0.8133145596771049,RaXmxFkwKNMLFomuuT,ndzLznPkXWMQBECNsi,EssUljwthTPHzOu
3098,qeHjQFi,489,0.104912309147986,0.2611495677076201,keoBeYK,UiFHnkQGEmpQBKG,tLhZOjzTdYWTWTgpiW
3099,NJQfNcPHoIBuxeP,460,0.3280251120176263,0.8074147485191705,QbsCMRFFJooGhYlZ,IfvQWn,XryMDEFNtSyOTSAB
3100,ZhdsCcHjNuR,594,0.7065886494175028,0.9985045002928123,IecquMNS,qdbYM,xxpEBop
3101,PUujZPIoSvsuee,220,0.7911257391518502,0.28022538814981757,pdygfFPbxyLpF,xuggq,lGLkU
3102,aAySIdLyL,658,0.510664945902359,0.34933542355119873,RGaaFuyLdyqGXOoj,uyUclAMdPNmkb,nTUNveRAVHx
3103,QpMuyIrR,178,0.5893655700610612,0.8563339595008319,yUdPPkefJjlGag,uorcGKFcKUjc,GuFpmMkSg
3104,vBumZstSwMD,509,0.9763759004809176,0.8413532178359252,wDPin,MYXDMjBOzyyzqFjVLgd,ryOlUQnutNBHhDb
3105,wIqnXRYfQsDZuLzz,861,0.35509450442951973,0.9993281621920305,bsroZrA,GMzNUOccu,MwNkngZrjqf
3106,zYkLtA,410,0.1861003281603968,0.21925836430074053,yGKjTUho,EqbaDbzrPQmA,Mcwkcpbd
3107,PVSpNGtbogiOS,230,0.20894063641827365,0.5187713327570165,UOFkEGpciuEPJZoYcqES,rEYmatb,UIzDJHdlIKLrewS
3108,cTZTva,212,0.9691308776441779,0.5717293763943987,IEXxgf,xNzNYEtKKLRJFATyUY,IRxIIRBoyBBUkvmg
3109,rMazBpDOFiGfPRQDIh,893,0.17933750473650856,0.3393225613583831,mMAqbcVkMhNNNkT,WtGfeco,sthIVPYticzlbXUvzF
3110,CcxVNihXuJKKlRUd,905,0.1324863938135269,0.2838051242216346,CsIBSoooeatQaQAsZA,OdauboJIYNzk,RuwvCZIrdbYqccKxnH
3111,stgcjiupettyi,368,0.43904933015186376,0.0689577213810787,Hsdpdu,qhmnVGYkKBuvhGRs,MjXCdLDoHWlRZjgSE
3112,AlFWAfRYpUTpgiy,781,0.44204918987828246,0.8696809865855911,EPQiXyWSM,pauaTgOrK,ZsrImoimYOJHZLJGRFVG
3113,NftAhddw,921,0.5507280205515154,0.6446610035609445,MLkNqrctKVLRMHjaP,ojhNUrzKTywfMZnYadbi,DfJmvAOnUcd
3114,oRmdqcvxWSyyghAJH,868,0.7302695581101842,0.7311132891908226,idzEFRnmDbtT,aIAMpqBLIDePHotSiA,vtySGubCNGSqALcHzt
3115,srFbiXqUnq,341,0.06031115251846986,0.06637105363913709,ljdpf,ONNfFsYgWeQlXMZnka,BMinHUz
3116,WCSSIfIOHRBbOWoaZRb,192,0.7331334331126577,0.4644193815232547,pyzbdklIDnR,DNdllwKUR,HOhjDsxjob
3117,GEuyqKcGRvxtPQdL,747,0.5501728824230413,0.8823946479714082,CdgkPtlEaB,frVvTVY,LOkfKVf
3118,opUQyykPuBsfWNjGGEz,635,0.947756854448296,0.46945100076045954,mOqbvvRBHlwVfimmZJ,yBUMXWO,oskVhd
3119,xqyQHlqmHjv,818,0.13715361198755693,0.7731016743442171,isLKVGgsSBefm,cpUIUhwynRGOIiUrXue,JGicmDdbUadrh
3120,mOQTYBpydfToCSgcDsik,234,0.5469128762536987,0.5959369232207135,Ioyvru,oIEGTiqDguryHZQWl,VGHGDBFQBXmviYO
3121,RElPpkmZfPoGHkCTWEk,78,0.8191556970300647,0.5035659714676932,QNRjyuUuEf,XBLTGVI,HbjpWDcTDJDfQicPh
3122,jETNUqKntF,269,0.6032394022357512,0.25876868996624336,rSadAhuiO,EWyRbIcOOqVtV,NpsfYOAuYJ
3123,eIwubWuuFCeStrWtQW,766,0.43862677441519315,0.07979446531446965,kndarUCAgG,kXrQZdlAileuXypPpmUc,rMphW
3124,HTdNz,55,0.8420499604302936,0.6168388897497974,htGGYYSkuFuhzaZRkxM,CLOYQkJTyMBpYrCjq,aiQlkaApcffCoNiLcvC
3125,JiImTewuMc,928,0.4541236832061295,0.7337096664449183,ctSBrNouXDg,tDtajFiN,EAcpKyZ
3126,SbAiwktKUqQHPuyFql,282,0.5517856790917196,0.06775521275319762,NYNhGszoAoFPI,TMZgrypXIbsBzkE,zEtehCIdeTSfWjd
3127,uIfxxewHtUjouinnXM,866,0.13432524756697461,0.1868257802199298,KxWgxirGPewuWJTMmyK,NTSzqkjVyzxFIpW,MsCmI
3128,lRFCAuH,658,0.7101184171406224,0.9525993400899412,jPqcEEkwbY,mOcpqDJMixRx,UqdzevjOTkDXyKrIxx
3129,VVYQIdnEfWZdHoI,309,0.8160867541819291,0.04695334012261687,PyRTvkHe,TJhSVEldGKvbhgjjx,sSiNAkweJIiASdJ
3130,PQPzr,299,0.31107494287126436,0.45174415362933595,DkkuGNPkLFdSzQh,wCZoEdCPGR,MqtWYW
3131,aURTSguBABJuppGMub,78,0.9398358992485407,0.44494983709892866,HDFulsf,tuRfOTitPqgKMYbLTuc,SYerPViPudRTsg
3132,XJwQvqXaKDIXHyyzWle,735,0.46128196678587685,0.8020429661954828,dkZQXspCXL,apPuAoTbTfTuMQGjMbV,yMBoMFdPsca
3133,OhysiLoYkpdmwga,157,0.7073994625946309,0.9846105185215457,hyXWUqaj,aWOeKuw,GVyAGLgOFwKbkZPGesu
3134,QmBJEz,349,0.08972789848424712,0.17417018603352563,vbjVAJmkPNeI,YRWvZTJiVjxfuO,WyiPsKHlPOfAAtt
3135,MVhFYvVdCHbvcUE,921,0.4249106393017562,0.6319270294433752,SFpiseuJMNzlUYsXWudo,RgpHXWAIPgSuYdKUdfOM,uUgGHTwrJdUhCNehoWnb
3136,uoVNKPIEyLuk,875,0.17547775993137527,0.27340676855461965,FkdQwPLMWRHYTKwY,FRIocfsLOA,hFWJPGym
3137,lLDzYuqxtvQRLOXIx,111,0.3158971893061777,0.1257506528533765,ZBKsuz,HxHCKbyzBkPo,IyFAFPmKymP
3138,FFsdwhSadtXGFWw,240,0.7811403914394858,0.17907749607158618,aVLgUGqk,ulMkHzWu,ihRYB
3139,RtCCNYgITuEhbOkc,493,0.5834345876509129,0.5832798786596922,JxfHMNJkYItZGEvpS,OYsdZLTmhSCHVk,YiBJbtHVS
3140,YXJIQMtVhYpSuwTN,972,0.004641578425440995,0.8129226123073386,kCwCZF,kkttMCDJ,dnmpWfAhGynX
3141,yfnSwTfhhmTyPEtor,989,0.930344774742202,0.23504355389127118,qIPeEvVoQTji,kVAGyZ,bEhTtqzQXnCD
3142,uqbkrONAnwViYNgq,291,0.07348226560379012,0.5028595928020732,wTmrhUuEVkbANrtkv,KAnNNvk,shZXEnOOcilQvnEMxQp
3143,EQLcUksSrTNv,732,0.13701709150580288,0.08044773930955218,PfAfDQvrcslTLmeBwd,lqtaPeoN,oHKlF
3144,lYvSa,500,0.1966139241872351,0.4742306030919706,jYESExYsvDVDgtjnTQfz,MlXHJTWQlDMbbJAJX,bPApfHNyZDds
3145,vsbJAIw,844,0.3589027291150215,0.6890404315049323,qqXwcuywKlUB,IhPcXoNJISvEyucr,jsbHXHmdoFBXnoT
3146,ZIzuHxGZvGtmHE,250,0.5186373934628832,0.07124543417408724,pNkvgEAoygx,RfYLwdYtAYPGVoaN,loKRtuEsKOuHn
3147,qlApEdpgbHry,886,0.4221346177532219,0.2768212440281046,TFlexEsNJTtwHpjf,pcYVfk,isdoJPCIkxgBdB
3148,qiHfCgQqFMzQksrO,89,0.04840691571767852,0.4683877932651046,PahPxKIYZTxS,wGvYFyCd,qdsbAxAQkdcNmD
3149,YMWmNz,319,0.08895819055435294,0.4656848123609776,sXQCTozbHBCkkDy,LNhhhQEtHKdSYGQpWCaV,bUwABHyFS
3150,PqhqEIRikXjkeG,339,0.7428061619616696,0.12651392799956018,HMpMXknweWjfxX,hiKqQGyjKROyvHZCy,BmUEoAcOxQ
3151,sEAruQOzp,1,0.3438429870653643,0.2629504096066888,gaBlRObVL,reiMWeEGXL,CHLuxv
